Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	dGMaxMin	CriteriaType	CriteriaVarType	CriteriaPercentage
1	4	0	0.0131678212	6.6414204	6.6414204	6.6414204	6.6414204	0	0	0	0	0	0	0	3
2	4	0	0.0263356423	14.2409576	10.441189	6.6414204	14.2409576	3.79976859	0	0	0	0	0	0	3
3	5	0	0.0395034635	5.87479534	8.91905777	5.87479534	14.2409576	3.79976859	0	0	0	0	0	0	3
4	6	0	0.0526712847	4.8650465	7.90555495	4.8650465	14.2409576	3.79976859	0	0	0	0	0	0	3
5	6	0	0.0658391058	5.66913907	7.45827178	4.8650465	14.2409576	3.79976859	0	0	0	0	0	0	3
6	7	0	0.079006927	6.83404381	7.35423378	4.8650465	14.2409576	3.79976859	0	0	0	0	0	0	3
7	7	0	0.0921747482	6.35650749	7.21170145	4.8650465	14.2409576	3.79976859	0	0	0	0	0	0	3
8	8	0	0.105342569	6.53968252	7.12769909	4.8650465	14.2409576	3.79976859	0	0	0	0	0	0	3
9	9	0	0.118510391	7.49387319	7.1683851	4.8650465	14.2409576	3.79976859	0	0	0	0	0	0	3
10	9	0	0.131678212	7.84009993	7.23555658	4.8650465	14.2409576	3.79976859	0	0	0	0	0	0	3
11	10	0	0.144846033	7.71198371	7.27886814	4.8650465	14.2409576	3.79976859	0	0	0	0	0	0	3
12	11	0	0.158013854	8.09949289	7.34725353	4.8650465	14.2409576	3.79976859	0	0	0	0	0	0	3
13	11	0	0.171181675	8.82404018	7.46085251	4.8650465	14.2409576	3.79976859	0	0	0	0	0	0	3
14	12	0	0.184349496	9.26054306	7.58940183	4.8650465	14.2409576	3.79976859	0	0	0	0	0	0	3
15	13	0	0.197517318	9.42691052	7.71190241	4.8650465	14.2409576	3.79976859	0	0	0	0	0	0	3
16	13	0	0.210685139	9.5445189	7.82644094	4.8650465	14.2409576	3.79976859	0	0	0	0	0	0	3
17	14	0	0.22385296	9.57348799	7.92920842	4.8650465	14.2409576	3.79976859	0	0	0	0	0	0	3
18	14	0	0.237020781	9.6228879	8.02330172	4.8650465	14.2409576	3.79976859	0	0	0	0	0	0	3
19	15	0	0.250188602	9.72269633	8.11274354	4.8650465	14.2409576	3.79976859	0	0	0	0	0	0	3
20	16	0	0.263356423	9.74020078	8.1941164	4.8650465	14.2409576	3.79976859	0	0	0	0	0	0	3
21	16	0	0.276524245	9.69845159	8.26575141	4.8650465	14.2409576	3.79976859	0	0	0	0	0	0	3
22	17	0	0.289692066	9.75630656	8.33350392	4.8650465	14.2409576	3.79976859	0	0	0	0	0	0	3
23	18	0	0.302859887	9.87455441	8.40050611	4.8650465	14.2409576	3.79976859	0	0	0	0	0	0	3
24	18	0	0.316027708	9.93594005	8.46448253	4.8650465	14.2409576	3.79976859	0	0	0	0	0	0	3
25	19	0	0.329195529	9.94449672	8.5236831	4.8650465	14.2409576	3.79976859	0	0	0	0	0	0	3
26	20	0	0.34236335	9.94046449	8.57817469	4.8650465	14.2409576	3.79976859	0	0	0	0	0	0	3
27	20	0	0.355531172	10.0036486	8.63097002	4.8650465	14.2409576	3.79976859	0	0	0	0	0	0	3
28	21	0	0.368698993	10.0532314	8.68176507	4.8650465	14.2409576	3.79976859	0	0	0	0	0	0	3
29	21	0	0.381866814	10.0383262	8.72854304	4.8650465	14.2409576	3.79976859	0	0	0	0	0	0	3
30	22	0	0.395034635	10.0730527	8.77336003	4.8650465	14.2409576	3.79976859	0	0	0	0	0	0	3
