Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	dGMaxMin	CriteriaType	CriteriaVarType	CriteriaPercentage
1	4	0	0.0131678212	293.199984	293.199984	293.199984	293.199984	0	0	0	0	0.000147991	0	0	3
2	4	0	0.0263356423	293.199982	293.199983	293.199982	293.199984	1.11742133e-06	0	0	0	0.000220187	0	0	3
3	5	0	0.0395034635	293.199981	293.199982	293.199981	293.199984	1.85138765e-06	0	0	0	0.000252071	0	0	3
4	6	0	0.0526712847	293.199981	293.199982	293.199981	293.199984	2.22221422e-06	0	0	0	0.000279372	0	0	3
5	6	0	0.0658391058	293.199981	293.199982	293.199981	293.199984	2.53691206e-06	0	0	0	0.000308213	0	0	3
6	7	0	0.079006927	293.19998	293.199981	293.19998	293.199984	2.85365616e-06	0	0	0	0.000333603	0	0	3
7	7	0	0.0921747482	293.199979	293.199981	293.199979	293.199984	3.20421378e-06	0	0	0	0.000375929	0	0	3
8	8	0	0.105342569	293.199978	293.199981	293.199978	293.199984	3.56599395e-06	0	0	0	0.000396704	0	0	3
9	9	0	0.118510391	293.199977	293.19998	293.199977	293.199984	3.93430713e-06	0	0	0	0.000424658	0	0	3
10	9	0	0.131678212	293.199977	293.19998	293.199977	293.199984	4.30252277e-06	0	0	0	0.000459353	0	0	3
11	10	0	0.144846033	293.199976	293.19998	293.199976	293.199984	4.69271424e-06	0	0	0	0.000472549	0	0	3
12	11	0	0.158013854	293.199978	293.19998	293.199976	293.199984	4.82002281e-06	0	0	0	0.000478287	0	0	3
13	11	0	0.171181675	293.199973	293.199979	293.199973	293.199984	5.30898393e-06	0	0	0	0.000488755	0	0	3
14	12	0	0.184349496	293.199968	293.199978	293.199968	293.199984	6.11345718e-06	0	0	0	0.000497778	0	0	3
15	13	0	0.197517318	293.199963	293.199977	293.199963	293.199984	7.15438534e-06	0	0	0	0.000512911	0	0	3
16	13	0	0.210685139	293.199959	293.199976	293.199959	293.199984	8.31244552e-06	0	0	0	0.000515883	0	0	3
17	14	0	0.22385296	293.199954	293.199975	293.199954	293.199984	9.58129817e-06	0	0	0	0.000521702	0	0	3
18	14	0	0.237020781	293.199951	293.199973	293.199951	293.199984	1.09227707e-05	0	0	0	0.000530311	0	0	3
19	15	0	0.250188602	293.199948	293.199972	293.199948	293.199984	1.22673266e-05	0	0	0	0.000536433	0	0	3
20	16	0	0.263356423	293.199945	293.199971	293.199945	293.199984	1.3638818e-05	0	0	0	0.000543027	0	0	3
21	16	0	0.276524245	293.199946	293.19997	293.199945	293.199984	1.48344208e-05	0	0	0	0.000544618	0	0	3
22	17	0	0.289692066	293.199944	293.199968	293.199944	293.199984	1.6012699e-05	0	0	0	0.000549009	0	0	3
23	18	0	0.302859887	293.199943	293.199967	293.199943	293.199984	1.71245921e-05	0	0	0	0.000550868	0	0	3
24	18	0	0.316027708	293.199941	293.199966	293.199941	293.199984	1.82158026e-05	0	0	0	0.000554078	0	0	3
25	19	0	0.329195529	293.199942	293.199965	293.199941	293.199984	1.91735581e-05	0	0	0	0.000556524	0	0	3
26	20	0	0.34236335	293.199945	293.199964	293.199941	293.199984	1.99674869e-05	0	0	0	0.000550622	0	0	3
27	20	0	0.355531172	293.199946	293.199964	293.199941	293.199984	2.0647132e-05	0	0	0	0.000547008	0	0	3
28	21	0	0.368698993	293.199947	293.199963	293.199941	293.199984	2.12344966e-05	0	0	0	0.000544403	0	0	3
29	21	0	0.381866814	293.199949	293.199963	293.199941	293.199984	2.1716122e-05	0	0	0	0.000543076	0	0	3
30	22	0	0.395034635	293.199951	293.199962	293.199941	293.199984	2.20955381e-05	0	0	0	0.000542817	0	0	3
31	23	0	0.408202456	293.199956	293.199962	293.199941	293.199984	2.22918794e-05	0	0	0	0.000534843	0	0	3
32	23	0	0.421370277	293.19996	293.199962	293.199941	293.199984	2.23644602e-05	0	0	0	0.000533243	0	0	3
33	24	0	0.434538099	293.199962	293.199962	293.199941	293.199984	2.23644602e-05	0	0	0	0.000530572	0	0	3
34	25	0	0.44770592	293.199966	293.199962	293.199941	293.199984	2.23644602e-05	0	0	0	0.000535256	0	0	3
35	25	0	0.460873741	293.199968	293.199962	293.199941	293.199984	2.23644602e-05	0	0	0	0.000538883	0	0	3
36	26	0	0.474041562	293.199975	293.199963	293.199941	293.199984	2.23644602e-05	0	0	0	0.000534344	0	0	3
37	27	0	0.487209383	293.199979	293.199963	293.199941	293.199984	2.23644602e-05	0	0	0	0.000532734	0	0	3
38	27	0	0.500377204	293.199985	293.199964	293.199941	293.199985	2.23644602e-05	0	0	0	0.000531305	0	0	3
39	28	0	0.513545026	293.19999	293.199964	293.199941	293.19999	2.12470388e-05	0	0	0	0.000528145	0	0	3
40	28	0	0.526712847	293.199997	293.199964	293.199941	293.199997	2.05130725e-05	0	0	0	0.000521433	0	0	3
41	29	0	0.539880668	293.200007	293.199965	293.199941	293.200007	2.01422459e-05	0	0	0	0.000513213	0	0	3
42	30	0	0.553048489	293.200018	293.199966	293.199941	293.200018	1.98275481e-05	0	0	0	0.000512122	0	0	3
43	30	0	0.56621631	293.20003	293.199967	293.199941	293.20003	1.9510804e-05	0	0	0	0.00051476	0	0	3
44	31	0	0.579384131	293.200042	293.199969	293.199941	293.200042	1.91602464e-05	0	0	0	0.000515374	0	0	3
45	32	0	0.592551953	293.200056	293.199971	293.199941	293.200056	1.87984662e-05	0	0	0	0.000515638	0	0	3
46	33	0	0.605719774	293.200068	293.199973	293.199941	293.200068	1.8430153e-05	0	0	0	0.00051272	0	0	3
47	33	0	0.618887595	293.200078	293.199976	293.199941	293.200078	1.80619374e-05	0	0	0	0.000504127	0	0	3
48	34	0	0.632055416	293.200087	293.199979	293.199941	293.200087	1.76717459e-05	0	0	0	0.000491308	0	0	3
49	35	0	0.645223237	293.200095	293.199982	293.199941	293.200095	1.98376849e-05	0	0	0	0.000475307	0	0	3
50	35	0	0.658391058	293.200102	293.199985	293.199941	293.200102	2.30954458e-05	0	0	0	0.000460651	0	0	3
51	36	0	0.67155888	293.200108	293.199989	293.199941	293.200108	2.66336681e-05	0	0	0	0.000466826	0	0	3
52	36	0	0.684726701	293.200112	293.199992	293.199941	293.200112	3.04304035e-05	0	0	0	0.000472841	0	0	3
53	37	0	0.697894522	293.200115	293.199996	293.199941	293.200115	3.4445277e-05	0	0	0	0.000477821	0	0	3
54	38	0	0.711062343	293.200117	293.200001	293.199941	293.200117	3.86148237e-05	0	0	0	0.00048228	0	0	3
55	38	0	0.724230164	293.200118	293.200005	293.199941	293.200118	4.2912659e-05	0	0	0	0.000485743	0	0	3
56	39	0	0.737397985	293.200118	293.200009	293.199941	293.200118	4.73066963e-05	0	0	0	0.000489579	0	0	3
57	40	0	0.750565807	293.200116	293.200014	293.199941	293.200118	5.17435366e-05	0	0	0	0.000492649	0	0	3
58	40	0	0.763733628	293.200115	293.200018	293.199941	293.200118	5.62155643e-05	0	0	0	0.000495728	0	0	3
59	41	0	0.776901449	293.200112	293.200023	293.199941	293.200118	6.05972955e-05	0	0	0	0.00049797	0	0	3
60	41	0	0.79006927	293.200109	293.200027	293.199941	293.200118	6.49556076e-05	0	0	0	0.000500437	0	0	3
61	42	0	0.803237091	293.200106	293.200031	293.199941	293.200118	6.92525774e-05	0	0	0	0.00050236	0	0	3
62	43	0	0.816404912	293.200103	293.200035	293.199942	293.200118	7.35085858e-05	0	0	0	0.000504794	0	0	3
63	43	0	0.829572734	293.200099	293.20004	293.199945	293.200118	7.76475221e-05	0	0	0	0.000510041	0	0	3
64	44	0	0.842740555	293.200096	293.200044	293.199946	293.200118	8.16401578e-05	0	0	0	0.000512358	0	0	3
