Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	dGMaxMin	CriteriaType	CriteriaVarType	CriteriaPercentage
1	4	0	0.0131678212	0	0	0	0	0	0	0	0	0	0	0	3
2	4	0	0.0263356423	0	0	0	0	0	0	0	0	0	0	0	3
3	5	0	0.0395034635	0	0	0	0	0	0	0	0	0	0	0	3
4	6	0	0.0526712847	0	0	0	0	0	0	0	0	0	0	0	3
5	6	0	0.0658391058	0	0	0	0	0	0	0	0	0	0	0	3
6	7	0	0.079006927	0	0	0	0	0	0	0	0	0	0	0	3
7	7	0	0.0921747482	0	0	0	0	0	0	0	0	0	0	0	3
8	8	0	0.105342569	0	0	0	0	0	0	0	0	0	0	0	3
9	9	0	0.118510391	0	0	0	0	0	0	0	0	0	0	0	3
10	9	0	0.131678212	0	0	0	0	0	0	0	0	0	0	0	3
11	10	0	0.144846033	0	0	0	0	0	0	0	0	0	0	0	3
12	11	0	0.158013854	0	0	0	0	0	0	0	0	0	0	0	3
13	11	0	0.171181675	0	0	0	0	0	0	0	0	0	0	0	3
14	12	0	0.184349496	0	0	0	0	0	0	0	0	0	0	0	3
15	13	0	0.197517318	0	0	0	0	0	0	0	0	0	0	0	3
16	13	0	0.210685139	0	0	0	0	0	0	0	0	0	0	0	3
17	14	0	0.22385296	0	0	0	0	0	0	0	0	0	0	0	3
18	14	0	0.237020781	0	0	0	0	0	0	0	0	0	0	0	3
19	15	0	0.250188602	0	0	0	0	0	0	0	0	0	0	0	3
20	16	0	0.263356423	0	0	0	0	0	0	0	0	0	0	0	3
21	16	0	0.276524245	0	0	0	0	0	0	0	0	0	0	0	3
22	17	0	0.289692066	0	0	0	0	0	0	0	0	0	0	0	3
23	18	0	0.302859887	0	0	0	0	0	0	0	0	0	0	0	3
24	18	0	0.316027708	0	0	0	0	0	0	0	0	0	0	0	3
25	19	0	0.329195529	0	0	0	0	0	0	0	0	0	0	0	3
26	20	0	0.34236335	0	0	0	0	0	0	0	0	0	0	0	3
27	20	0	0.355531172	0	0	0	0	0	0	0	0	0	0	0	3
