Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	dGMaxMin	CriteriaType	CriteriaVarType	CriteriaPercentage
1	4	0	0.0131678212	1.63479402e-05	1.63479402e-05	1.63479402e-05	1.63479402e-05	0	0	0	0	0	0	0	3
2	4	0	0.0263356423	5.06828589e-08	8.19931151e-06	5.06828589e-08	1.63479402e-05	8.14862865e-06	0	0	0	0	0	0	3
3	5	0	0.0395034635	-4.16548918e-08	5.45232271e-06	-4.16548918e-08	1.63479402e-05	1.08956174e-05	0	0	0	0	0	0	3
4	6	0	0.0526712847	-1.47068183e-08	4.08556533e-06	-4.16548918e-08	1.63479402e-05	1.22623748e-05	0	0	0	0	0	0	3
5	6	0	0.0658391058	-5.67338073e-09	3.26731759e-06	-4.16548918e-08	1.63479402e-05	1.30806226e-05	0	0	0	0	0	0	3
6	7	0	0.079006927	1.13192227e-08	2.72465119e-06	-4.16548918e-08	1.63479402e-05	1.3623289e-05	0	0	0	0	0	0	3
7	7	0	0.0921747482	-6.05487627e-09	2.33455032e-06	-4.16548918e-08	1.63479402e-05	1.40133898e-05	0	0	0	0	0	0	3
8	8	0	0.105342569	-1.15404789e-08	2.04128897e-06	-4.16548918e-08	1.63479402e-05	1.43066512e-05	0	0	0	0	0	0	3
9	9	0	0.118510391	-7.10839566e-09	1.81368927e-06	-4.16548918e-08	1.63479402e-05	1.45342509e-05	0	0	0	0	0	0	3
10	9	0	0.131678212	-3.60119053e-09	1.63196022e-06	-4.16548918e-08	1.63479402e-05	1.47159799e-05	0	0	0	0	0	0	3
11	10	0	0.144846033	-3.65271922e-09	1.48326814e-06	-4.16548918e-08	1.63479402e-05	1.4864672e-05	0	0	0	0	0	0	3
12	11	0	0.158013854	-1.8055678e-08	1.35815782e-06	-4.16548918e-08	1.63479402e-05	1.49897823e-05	0	0	0	0	0	0	3
