Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	dGMaxMin	CriteriaType	CriteriaVarType	CriteriaPercentage
1	4	0	0.0110939717	2.54138466e-15	2.54138466e-15	2.54138466e-15	2.54138466e-15	0	0	0	0	0	0	0	3
2	5	0	0.0221879433	1.68133373e-16	1.35475902e-15	1.68133373e-16	2.54138466e-15	1.18662564e-15	0	0	0	0	0	0	3
3	6	0	0.033281915	2.73718357e-16	9.9441213e-16	1.68133373e-16	2.54138466e-15	1.54697253e-15	0	0	0	0	0	0	3
4	6	0	0.0443758867	1.9724819e-16	7.95121145e-16	1.68133373e-16	2.54138466e-15	1.74626352e-15	0	0	0	0	0	0	3
5	7	0	0.0554698583	1.82751628e-16	6.72647242e-16	1.68133373e-16	2.54138466e-15	1.86873742e-15	0	0	0	0	0	0	3
6	8	0	0.06656383	1.47803193e-16	5.85173234e-16	1.47803193e-16	2.54138466e-15	1.95621143e-15	0	0	0	0	0	0	3
7	9	0	0.0776578017	1.18466367e-16	5.18500824e-16	1.18466367e-16	2.54138466e-15	2.02288384e-15	0	0	0	0	0	0	3
8	10	0	0.0887517733	8.308923e-17	4.64074375e-16	8.308923e-17	2.54138466e-15	2.07731029e-15	0	0	0	0	0	0	3
9	11	0	0.099845745	6.15088343e-17	4.1934487e-16	6.15088343e-17	2.54138466e-15	2.12203979e-15	0	0	0	0	0	0	3
10	11	0	0.110939717	5.19511163e-17	3.82605495e-16	5.19511163e-17	2.54138466e-15	2.15877917e-15	0	0	0	0	0	0	3
11	12	0	0.122033688	4.58312074e-17	3.51989651e-16	4.58312074e-17	2.54138466e-15	2.18939501e-15	0	0	0	0	0	0	3
12	13	0	0.13312766	4.46492974e-17	3.26377954e-16	4.46492974e-17	2.54138466e-15	2.21500671e-15	0	0	0	0	0	0	3
13	14	0	0.144221632	4.41484483e-17	3.04667992e-16	4.41484483e-17	2.54138466e-15	2.23671667e-15	0	0	0	0	0	0	3
14	14	0	0.155315603	4.49319179e-17	2.86115416e-16	4.41484483e-17	2.54138466e-15	2.25526924e-15	0	0	0	0	0	0	3
15	15	0	0.166409575	4.65022308e-17	2.70141203e-16	4.41484483e-17	2.54138466e-15	2.27124346e-15	0	0	0	0	0	0	3
16	16	0	0.177503547	4.69821366e-17	2.56193762e-16	4.41484483e-17	2.54138466e-15	2.2851909e-15	0	0	0	0	0	0	3
17	16	0	0.188597518	4.73584748e-17	2.43909333e-16	4.41484483e-17	2.54138466e-15	2.29747533e-15	0	0	0	0	0	0	3
18	17	0	0.19969149	4.7387735e-17	2.32991466e-16	4.41484483e-17	2.54138466e-15	2.30839319e-15	0	0	0	0	0	0	3
19	18	0	0.210785462	4.71424032e-17	2.23209937e-16	4.41484483e-17	2.54138466e-15	2.31817472e-15	0	0	0	0	0	0	3
20	19	0	0.221879433	4.69970124e-17	2.14399291e-16	4.41484483e-17	2.54138466e-15	2.32698537e-15	0	0	0	0	0	0	3
21	19	0	0.232973405	4.64281257e-17	2.06400664e-16	4.41484483e-17	2.54138466e-15	2.334984e-15	0	0	0	0	0	0	3
22	20	0	0.244067377	4.6292908e-17	1.99123038e-16	4.41484483e-17	2.54138466e-15	2.34226162e-15	0	0	0	0	0	0	3
23	21	0	0.255161348	4.62192367e-17	1.92475047e-16	4.41484483e-17	2.54138466e-15	2.34890961e-15	0	0	0	0	0	0	3
24	21	0	0.26625532	4.61177059e-17	1.86376825e-16	4.41484483e-17	2.54138466e-15	2.35500784e-15	0	0	0	0	0	0	3
