Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	dGMaxMin	CriteriaType	CriteriaVarType	CriteriaPercentage
1	4	0	0.0123955212	1.99108438	1.99108438	1.99108438	1.99108438	0	0	0	0	3.44428	0	0	3
2	4	0	0.0247910424	1.99114986	1.99111712	1.99108438	1.99114986	3.27409165e-05	0	0	0	3.41493	0	0	3
3	5	0	0.0371865637	1.99271885	1.99165103	1.99108438	1.99271885	0.0005666516	0	0	0	3.38796	0	0	3
4	6	0	0.0495820849	1.99386194	1.99220376	1.99108438	1.99386194	0.00111937807	0	0	0	3.37162	0	0	3
5	6	0	0.0619776061	1.9949773	1.99275847	1.99108438	1.9949773	0.00167408591	0	0	0	3.36349	0	0	3
6	7	0	0.0743731273	1.9964595	1.99337531	1.99108438	1.9964595	0.00229092497	0	0	0	3.34657	0	0	3
7	8	0	0.0867686485	1.9977325	1.99399776	1.99108438	1.9977325	0.00291338141	0	0	0	3.31834	0	0	3
8	8	0	0.0991641697	1.99866444	1.9945811	1.99108438	1.99866444	0.00349671627	0	0	0	3.3057	0	0	3
9	9	0	0.111559691	1.99917655	1.9950917	1.99108438	1.99917655	0.0040073216	0	0	0	3.28906	0	0	3
10	9	0	0.123955212	1.99948729	1.99553126	1.99108438	1.99948729	0.00444687981	0	0	0	3.28056	0	0	3
11	10	0	0.136350733	1.99972109	1.99591215	1.99108438	1.99972109	0.00482777314	0	0	0	3.26309	0	0	3
12	11	0	0.148746255	1.99984132	1.99623959	1.99108438	1.99984132	0.00515520362	0	0	0	3.24999	0	0	3
13	11	0	0.161141776	1.99990186	1.9965213	1.99108438	1.99990186	0.00543691691	0	0	0	3.23341	0	0	3
14	12	0	0.173537297	1.99992889	1.9967647	1.99108438	1.99992889	0.00568031613	0	0	0	3.21937	0	0	3
15	12	0	0.185932818	1.99994858	1.99697696	1.99108438	1.99994858	0.00589257503	0	0	0	3.20975	0	0	3
16	13	0	0.198328339	1.99998604	1.99716502	1.99108438	1.99998604	0.00608064268	0	0	0	3.19574	0	0	3
17	14	0	0.210723861	2.00000631	1.99733216	1.99108438	2.00000631	0.00624777734	0	0	0	3.18149	0	0	3
18	14	0	0.223119382	2.00003495	1.99748231	1.99108438	2.00003495	0.00639793252	0	0	0	3.16711	0	0	3
19	15	0	0.235514903	2.00004872	1.99761739	1.99108438	2.00004872	0.00653300674	0	0	0	3.15247	0	0	3
20	15	0	0.247910424	2.00005431	1.99773923	1.99108438	2.00005431	0.0066548529	0	0	0	3.13801	0	0	3
21	16	0	0.260305946	2.00007997	1.9978507	1.99108438	2.00007997	0.00676631627	0	0	0	3.11377	0	0	3
22	17	0	0.272701467	2.00005684	1.99795098	1.99108438	2.00007997	0.00686659544	0	0	0	3.09374	0	0	3
23	17	0	0.285096988	2.00004404	1.99804198	1.99108438	2.00007997	0.00695759838	0	0	0	3.05598	0	0	3
24	18	0	0.297492509	2.00002564	1.99812463	1.99108438	2.00007997	0.00704025093	0	0	0	3.00633	0	0	3
25	19	0	0.30988803	2.00000956	1.99820003	1.99108438	2.00007997	0.00711564806	0	0	0	2.95536	0	0	3
26	19	0	0.322283552	1.9999878	1.99826879	1.99108438	2.00007997	0.00718440846	0	0	0	2.88513	0	0	3
27	20	0	0.334679073	1.99997401	1.99833195	1.99108438	2.00007997	0.00724756484	0	0	0	2.82205	0	0	3
28	20	0	0.347074594	1.99997414	1.9983906	1.99108438	2.00007997	0.00730621446	0	0	0	2.76648	0	0	3
29	21	0	0.359470115	1.99997082	1.99844509	1.99108438	2.00007997	0.00736070482	0	0	0	2.71782	0	0	3
