Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	dGMaxMin	CriteriaType	CriteriaVarType	CriteriaPercentage
1	4	0	0.0123955212	-1.40771516e-14	-1.40771516e-14	-1.40771516e-14	-1.40771516e-14	0	0	0	0	0	0	0	3
2	4	0	0.0247910424	-1.08607287e-15	-7.58161225e-15	-1.40771516e-14	-1.08607287e-15	6.49553938e-15	0	0	0	0	0	0	3
3	5	0	0.0371865637	-1.5797243e-15	-5.58098293e-15	-1.40771516e-14	-1.08607287e-15	8.49616869e-15	0	0	0	0	0	0	3
4	6	0	0.0495820849	-1.24812867e-15	-4.49776937e-15	-1.40771516e-14	-1.08607287e-15	9.57938226e-15	0	0	0	0	0	0	3
5	6	0	0.0619776061	-1.12342846e-15	-3.82290118e-15	-1.40771516e-14	-1.08607287e-15	1.02542504e-14	0	0	0	0	0	0	3
6	7	0	0.0743731273	-9.22592608e-16	-3.33951642e-15	-1.40771516e-14	-9.22592608e-16	1.07376352e-14	0	0	0	0	0	0	3
7	8	0	0.0867686485	-7.42192459e-16	-2.96847014e-15	-1.40771516e-14	-7.42192459e-16	1.11086815e-14	0	0	0	0	0	0	3
8	8	0	0.0991641697	-6.23442774e-16	-2.67534172e-15	-1.40771516e-14	-6.23442774e-16	1.14018099e-14	0	0	0	0	0	0	3
9	9	0	0.111559691	-5.23621192e-16	-2.43626166e-15	-1.40771516e-14	-5.23621192e-16	1.164089e-14	0	0	0	0	0	0	3
10	9	0	0.123955212	-4.76278414e-16	-2.24026334e-15	-1.40771516e-14	-4.76278414e-16	1.18368883e-14	0	0	0	0	0	0	3
11	10	0	0.136350733	-4.36274917e-16	-2.07626439e-15	-1.40771516e-14	-4.36274917e-16	1.20008872e-14	0	0	0	0	0	0	3
12	11	0	0.148746255	-4.21565567e-16	-1.93837282e-15	-1.40771516e-14	-4.21565567e-16	1.21387788e-14	0	0	0	0	0	0	3
13	11	0	0.161141776	-4.09471106e-16	-1.820765e-15	-1.40771516e-14	-4.09471106e-16	1.22563866e-14	0	0	0	0	0	0	3
14	12	0	0.173537297	-3.98519355e-16	-1.71917602e-15	-1.40771516e-14	-3.98519355e-16	1.23579756e-14	0	0	0	0	0	0	3
15	12	0	0.185932818	-3.8908484e-16	-1.63050328e-15	-1.40771516e-14	-3.8908484e-16	1.24466483e-14	0	0	0	0	0	0	3
16	13	0	0.198328339	-3.58844664e-16	-1.55102461e-15	-1.40771516e-14	-3.58844664e-16	1.2526127e-14	0	0	0	0	0	0	3
17	14	0	0.210723861	-3.31547634e-16	-1.47929067e-15	-1.40771516e-14	-3.31547634e-16	1.25978609e-14	0	0	0	0	0	0	3
18	14	0	0.223119382	-3.02757627e-16	-1.41392773e-15	-1.40771516e-14	-3.02757627e-16	1.26632239e-14	0	0	0	0	0	0	3
19	15	0	0.235514903	-2.71813616e-16	-1.35381646e-15	-1.40771516e-14	-2.71813616e-16	1.27233352e-14	0	0	0	0	0	0	3
20	15	0	0.247910424	-2.4241632e-16	-1.29824645e-15	-1.40771516e-14	-2.4241632e-16	1.27789052e-14	0	0	0	0	0	0	3
21	16	0	0.260305946	-2.08639303e-16	-1.2463604e-15	-1.40771516e-14	-2.08639303e-16	1.28307912e-14	0	0	0	0	0	0	3
22	17	0	0.272701467	-1.85329205e-16	-1.19813171e-15	-1.40771516e-14	-1.85329205e-16	1.28790199e-14	0	0	0	0	0	0	3
23	17	0	0.285096988	-1.74151017e-16	-1.15361081e-15	-1.40771516e-14	-1.74151017e-16	1.29235408e-14	0	0	0	0	0	0	3
24	18	0	0.297492509	-1.69973115e-16	-1.1126259e-15	-1.40771516e-14	-1.69973115e-16	1.29645257e-14	0	0	0	0	0	0	3
25	19	0	0.30988803	-1.7081103e-16	-1.07495331e-15	-1.40771516e-14	-1.69973115e-16	1.30021983e-14	0	0	0	0	0	0	3
26	19	0	0.322283552	-1.76549994e-16	-1.04039933e-15	-1.40771516e-14	-1.69973115e-16	1.30367523e-14	0	0	0	0	0	0	3
27	20	0	0.334679073	-1.86129418e-16	-1.00875971e-15	-1.40771516e-14	-1.69973115e-16	1.30683919e-14	0	0	0	0	0	0	3
28	20	0	0.347074594	-1.95074534e-16	-9.79699523e-16	-1.40771516e-14	-1.69973115e-16	1.30974521e-14	0	0	0	0	0	0	3
29	21	0	0.359470115	-2.01544087e-16	-9.52866576e-16	-1.40771516e-14	-1.69973115e-16	1.3124285e-14	0	0	0	0	0	0	3
30	21	0	0.371865637	-2.0604355e-16	-9.27972476e-16	-1.40771516e-14	-1.69973115e-16	1.31491791e-14	0	0	0	0	0	0	3
31	22	0	0.384261158	-2.0637078e-16	-9.04695001e-16	-1.40771516e-14	-1.69973115e-16	1.31724566e-14	0	0	0	0	0	0	3
32	23	0	0.396656679	-2.0605924e-16	-8.82862634e-16	-1.40771516e-14	-1.69973115e-16	1.3194289e-14	0	0	0	0	0	0	3
