Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	dGMaxMin	CriteriaType	CriteriaVarType	CriteriaPercentage
1	4	0	0.0123955212	-0.454230307	-0.454230307	-0.454230307	-0.454230307	0	0	0	0	0	0	0	3
2	4	0	0.0247910424	-0.57270605	-0.513468178	-0.57270605	-0.454230307	0.0592378713	0	0	0	0	0	0	3
3	5	0	0.0371865637	-0.382907205	-0.469947854	-0.57270605	-0.382907205	0.0592378713	0	0	0	0	0	0	3
4	6	0	0.0495820849	-0.372546656	-0.445597554	-0.57270605	-0.372546656	0.0678706238	0	0	0	0	0	0	3
5	6	0	0.0619776061	-0.394118015	-0.435301647	-0.57270605	-0.372546656	0.0781665316	0	0	0	0	0	0	3
6	7	0	0.0743731273	-0.408447485	-0.430825953	-0.57270605	-0.372546656	0.0826422252	0	0	0	0	0	0	3
7	8	0	0.0867686485	-0.406443623	-0.427342763	-0.57270605	-0.372546656	0.0861254152	0	0	0	0	0	0	3
8	8	0	0.0991641697	-0.430099976	-0.427687415	-0.57270605	-0.372546656	0.0861254152	0	0	0	0	0	0	3
9	9	0	0.111559691	-0.429784004	-0.427920369	-0.57270605	-0.372546656	0.0861254152	0	0	0	0	0	0	3
10	9	0	0.123955212	-0.432448746	-0.428373207	-0.57270605	-0.372546656	0.0861254152	0	0	0	0	0	0	3
11	10	0	0.136350733	-0.438976233	-0.429337118	-0.57270605	-0.372546656	0.0861254152	0	0	0	0	0	0	3
12	11	0	0.148746255	-0.448574838	-0.430940261	-0.57270605	-0.372546656	0.0861254152	0	0	0	0	0	0	3
13	11	0	0.161141776	-0.44848628	-0.432289955	-0.57270605	-0.372546656	0.0861254152	0	0	0	0	0	0	3
14	12	0	0.173537297	-0.448671382	-0.433460057	-0.57270605	-0.372546656	0.0861254152	0	0	0	0	0	0	3
15	12	0	0.185932818	-0.455342415	-0.434918881	-0.57270605	-0.372546656	0.0861254152	0	0	0	0	0	0	3
16	13	0	0.198328339	-0.452664754	-0.436027998	-0.57270605	-0.372546656	0.0861254152	0	0	0	0	0	0	3
17	14	0	0.210723861	-0.458449475	-0.437346908	-0.57270605	-0.372546656	0.0861254152	0	0	0	0	0	0	3
18	14	0	0.223119382	-0.463791583	-0.438816057	-0.57270605	-0.372546656	0.0861254152	0	0	0	0	0	0	3
19	15	0	0.235514903	-0.469290142	-0.440419956	-0.57270605	-0.372546656	0.0861254152	0	0	0	0	0	0	3
