Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	dGMaxMin	CriteriaType	CriteriaVarType	CriteriaPercentage
1	4	0	0.0123955212	0	0	0	0	0	0	0	0	0	0	0	3
2	4	0	0.0247910424	0	0	0	0	0	0	0	0	0	0	0	3
3	5	0	0.0371865637	0	0	0	0	0	0	0	0	0	0	0	3
4	6	0	0.0495820849	0	0	0	0	0	0	0	0	0	0	0	3
5	6	0	0.0619776061	0	0	0	0	0	0	0	0	0	0	0	3
6	7	0	0.0743731273	0	0	0	0	0	0	0	0	0	0	0	3
7	8	0	0.0867686485	0	0	0	0	0	0	0	0	0	0	0	3
8	8	0	0.0991641697	0	0	0	0	0	0	0	0	0	0	0	3
9	9	0	0.111559691	0	0	0	0	0	0	0	0	0	0	0	3
10	9	0	0.123955212	0	0	0	0	0	0	0	0	0	0	0	3
11	10	0	0.136350733	0	0	0	0	0	0	0	0	0	0	0	3
12	11	0	0.148746255	0	0	0	0	0	0	0	0	0	0	0	3
13	11	0	0.161141776	0	0	0	0	0	0	0	0	0	0	0	3
14	12	0	0.173537297	0	0	0	0	0	0	0	0	0	0	0	3
15	12	0	0.185932818	0	0	0	0	0	0	0	0	0	0	0	3
16	13	0	0.198328339	0	0	0	0	0	0	0	0	0	0	0	3
17	14	0	0.210723861	0	0	0	0	0	0	0	0	0	0	0	3
18	14	0	0.223119382	0	0	0	0	0	0	0	0	0	0	0	3
19	15	0	0.235514903	0	0	0	0	0	0	0	0	0	0	0	3
20	15	0	0.247910424	0	0	0	0	0	0	0	0	0	0	0	3
21	16	0	0.260305946	0	0	0	0	0	0	0	0	0	0	0	3
22	17	0	0.272701467	0	0	0	0	0	0	0	0	0	0	0	3
23	17	0	0.285096988	0	0	0	0	0	0	0	0	0	0	0	3
24	18	0	0.297492509	0	0	0	0	0	0	0	0	0	0	0	3
25	19	0	0.30988803	0	0	0	0	0	0	0	0	0	0	0	3
26	19	0	0.322283552	0	0	0	0	0	0	0	0	0	0	0	3
27	20	0	0.334679073	0	0	0	0	0	0	0	0	0	0	0	3
28	20	0	0.347074594	0	0	0	0	0	0	0	0	0	0	0	3
29	21	0	0.359470115	0	0	0	0	0	0	0	0	0	0	0	3
30	21	0	0.371865637	0	0	0	0	0	0	0	0	0	0	0	3
31	22	0	0.384261158	0	0	0	0	0	0	0	0	0	0	0	3
32	23	0	0.396656679	0	0	0	0	0	0	0	0	0	0	0	3
33	23	0	0.4090522	0	0	0	0	0	0	0	0	0	0	0	3
34	24	0	0.421447721	0	0	0	0	0	0	0	0	0	0	0	3
35	24	0	0.433843243	0	0	0	0	0	0	0	0	0	0	0	3
36	25	0	0.446238764	0	0	0	0	0	0	0	0	0	0	0	3
37	26	0	0.458634285	0	0	0	0	0	0	0	0	0	0	0	3
38	26	0	0.471029806	0	0	0	0	0	0	0	0	0	0	0	3
39	27	0	0.483425327	0	0	0	0	0	0	0	0	0	0	0	3
40	27	0	0.495820849	0	0	0	0	0	0	0	0	0	0	0	3
41	28	0	0.50821637	0	0	0	0	0	0	0	0	0	0	0	3
42	29	0	0.520611891	0	0	0	0	0	0	0	0	0	0	0	3
43	29	0	0.533007412	0	0	0	0	0	0	0	0	0	0	0	3
44	30	0	0.545402934	0	0	0	0	0	0	0	0	0	0	0	3
45	31	0	0.557798455	0	0	0	0	0	0	0	0	0	0	0	3
46	31	0	0.570193976	0	0	0	0	0	0	0	0	0	0	0	3
47	32	0	0.582589497	0	0	0	0	0	0	0	0	0	0	0	3
48	32	0	0.594985018	0	0	0	0	0	0	0	0	0	0	0	3
