Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	dGMaxMin	CriteriaType	CriteriaVarType	CriteriaPercentage
1	4	0	0.0123955212	-9.00236791	-9.00236791	-9.00236791	-9.00236791	0	0	0	0	0	0	0	3
2	4	0	0.0247910424	-11.3504328	-10.1764003	-11.3504328	-9.00236791	1.17403243	0	0	0	0	0	0	3
3	5	0	0.0371865637	-7.58881889	-9.31387319	-11.3504328	-7.58881889	1.17403243	0	0	0	0	0	0	3
4	6	0	0.0495820849	-7.3834837	-8.83127582	-11.3504328	-7.3834837	1.34512452	0	0	0	0	0	0	3
5	6	0	0.0619776061	-7.81100539	-8.62722173	-11.3504328	-7.3834837	1.54917861	0	0	0	0	0	0	3
6	7	0	0.0743731273	-8.09500044	-8.53851819	-11.3504328	-7.3834837	1.63788216	0	0	0	0	0	0	3
7	8	0	0.0867686485	-8.05528599	-8.46948502	-11.3504328	-7.3834837	1.70691533	0	0	0	0	0	0	3
8	8	0	0.0991641697	-8.52413008	-8.47631565	-11.3504328	-7.3834837	1.70691533	0	0	0	0	0	0	3
9	9	0	0.111559691	-8.51786785	-8.48093256	-11.3504328	-7.3834837	1.70691533	0	0	0	0	0	0	3
10	9	0	0.123955212	-8.57068023	-8.48990733	-11.3504328	-7.3834837	1.70691533	0	0	0	0	0	0	3
11	10	0	0.136350733	-8.70004818	-8.50901104	-11.3504328	-7.3834837	1.70691533	0	0	0	0	0	0	3
12	11	0	0.148746255	-8.89028245	-8.54078366	-11.3504328	-7.3834837	1.70691533	0	0	0	0	0	0	3
13	11	0	0.161141776	-8.88852733	-8.56753317	-11.3504328	-7.3834837	1.70691533	0	0	0	0	0	0	3
14	12	0	0.173537297	-8.89219586	-8.59072336	-11.3504328	-7.3834837	1.70691533	0	0	0	0	0	0	3
15	12	0	0.185932818	-9.02440872	-8.61963572	-11.3504328	-7.3834837	1.70691533	0	0	0	0	0	0	3
16	13	0	0.198328339	-8.9713403	-8.64161726	-11.3504328	-7.3834837	1.70691533	0	0	0	0	0	0	3
17	14	0	0.210723861	-9.08598739	-8.66775668	-11.3504328	-7.3834837	1.70691533	0	0	0	0	0	0	3
